workerid,workerid,seclang,gender,age,race,region,regionComments,speaker,sentence,content,intonation,verification,followupchoice,certainty,comment1
A1790ZUAAUYCJ,this is very nice,,gen=1,age=2,eth=3,CA,this is very nice,zio,S1UM,apple,HLL,Listen of your,response=1,77,
A1790ZUAAUYCJ,this is very nice,,gen=1,age=2,eth=3,CA,this is very nice,sara,filler,register,until,this is very fashion to fashion,response=2,76,
A1790ZUAAUYCJ,this is very nice,,gen=1,age=2,eth=3,CA,this is very nice,zio,S1UM,right,HLL,go right,response=2,74,
ATF7HBD1TFI2U,,,gen=1,age=2,eth=3,midwest,,zio,S1UM,cookie,HLL,have a cookie,response=1,98,
ATF7HBD1TFI2U,,,gen=1,age=2,eth=3,midwest,,kev,S1UM,window,HLL,open the window,response=2,34,
ATF7HBD1TFI2U,,,gen=1,age=2,eth=3,midwest,,kev,S1UM,menu,LHL,read the menu,response=2,94,
ATF7HBD1TFI2U,,,gen=1,age=2,eth=3,midwest,,zio,S1UM,email,LHL,send her an email,response=2,98,
ATF7HBD1TFI2U,,,gen=1,age=2,eth=3,midwest,,sara,filler,register,until,many students registered for the class until the class requirements were posted,response=1,69,
ATF7HBD1TFI2U,,,gen=1,age=2,eth=3,midwest,,kev,S1UM,left,LHL,turn left,response=1,57,
ATF7HBD1TFI2U,,,gen=1,age=2,eth=3,midwest,,zio,S1UM,coffee,HLL,put some creamer in your coffee,response=1,99,
ATF7HBD1TFI2U,,,gen=1,age=2,eth=3,midwest,,kev,filler,border,before,few people managed to leave before the country closed its border,response=2,71,
AQOXSP4W3ITSW,Interesting! Have a nice day!,,gen=2,age=4,eth=3,Southwest. Ca. AZ  Nv,Interesting! Have a nice day!,chr,S1UM,cookie,HLL,Have a cookie,response=1,56,
AQOXSP4W3ITSW,Interesting! Have a nice day!,,gen=2,age=4,eth=3,Southwest. Ca. AZ  Nv,Interesting! Have a nice day!,chr,S1UM,email,LHL,Sent her an email,response=1,32,
AQOXSP4W3ITSW,Interesting! Have a nice day!,,gen=2,age=4,eth=3,Southwest. Ca. AZ  Nv,Interesting! Have a nice day!,chr,filler,register,before,Many students registered for the class before the class requirements were posted,response=2,77,
AQOXSP4W3ITSW,Interesting! Have a nice day!,,gen=2,age=4,eth=3,Southwest. Ca. AZ  Nv,Interesting! Have a nice day!,bec,S1UM,left,LHL,Turn left,response=1,69,
AQOXSP4W3ITSW,Interesting! Have a nice day!,,gen=2,age=4,eth=3,Southwest. Ca. AZ  Nv,Interesting! Have a nice day!,bec,S1UM,menu,LHL,Read the menu,response=1,53,
AQOXSP4W3ITSW,Interesting! Have a nice day!,,gen=2,age=4,eth=3,Southwest. Ca. AZ  Nv,Interesting! Have a nice day!,bec,S1UM,window,HLL,Open the window,response=1,63,
AQOXSP4W3ITSW,Interesting! Have a nice day!,,gen=2,age=4,eth=3,Southwest. Ca. AZ  Nv,Interesting! Have a nice day!,chr,S1UM,coffee,HLL,Put some creamer in your coffee,response=1,71,
AQOXSP4W3ITSW,Interesting! Have a nice day!,,gen=2,age=4,eth=3,Southwest. Ca. AZ  Nv,Interesting! Have a nice day!,sara,filler,border,until,few people managed to leave until the country closed it's border,response=2,70,
A2RHE12CJSKCRE,fun study,,gen=1,age=1,eth=3,Minnesota ,fun study,chr,S1UM,calm,HLL,Be calm,response=1,100,
A2RHE12CJSKCRE,fun study,,gen=1,age=1,eth=3,Minnesota ,fun study,bec,S1UM,call,HLL,call your mom,response=2,100,
A2RHE12CJSKCRE,fun study,,gen=1,age=1,eth=3,Minnesota ,fun study,sara,filler,conference,before,I manage to solace money from many people before the conference started.  ,response=1,59,
A2RHE12CJSKCRE,fun study,,gen=1,age=1,eth=3,Minnesota ,fun study,kev,S1UM,home,LHL,stay home ,response=1,100,
A2RHE12CJSKCRE,fun study,,gen=1,age=1,eth=3,Minnesota ,fun study,kev,S1UM,dog,HLL,Take a dog for a walk ,response=1,100,
A2RHE12CJSKCRE,fun study,,gen=1,age=1,eth=3,Minnesota ,fun study,kev,filler,operation,until,Only three people knew the truth until the operation was underway.,response=1,100,
A2RHE12CJSKCRE,fun study,,gen=1,age=1,eth=3,Minnesota ,fun study,zio,S1UM,apple,LHL,use an apple core. ,response=2,70,
A2RHE12CJSKCRE,fun study,,gen=1,age=1,eth=3,Minnesota ,fun study,zio,S1UM,right,LHL,go right ,response=1,100,
A3DDYGSM8CLJW,no,,gen=2,age=4,eth=3,georgia,no,bec,S1UM,left,HLL,Turn left,response=1,100,no
A3DDYGSM8CLJW,no,,gen=2,age=4,eth=3,georgia,no,chr,S1UM,coffee,LHL,put some creamer in your coffee,response=1,87,no
A3DDYGSM8CLJW,no,,gen=2,age=4,eth=3,georgia,no,kev,S1UM,menu,HLL,read the menu,response=1,86,no
A3DDYGSM8CLJW,no,,gen=2,age=4,eth=3,georgia,no,sara,filler,operation,before,all my people knew the truth before the operation was underway,response=2,58,no
A3DDYGSM8CLJW,no,,gen=2,age=4,eth=3,georgia,no,chr,filler,conference,until,I managed to solicit money from many people till the conference started,response=1,82,no
A3DDYGSM8CLJW,no,,gen=2,age=4,eth=3,georgia,no,chr,S1UM,cookie,LHL,have a cookie,response=1,91,no
A3DDYGSM8CLJW,no,,gen=2,age=4,eth=3,georgia,no,zio,S1UM,email,HLL,send her an email,response=1,91,no
A3DDYGSM8CLJW,no,,gen=2,age=4,eth=3,georgia,no,bec,S1UM,window,LHL,open the window,response=1,93,no
A3ILHE9QEMS56D,no,,gen=1,age=2,eth=3,Nevada,no,bec,S1UM,window,LHL,Close the window!,response=2,90,
A3ILHE9QEMS56D,no,,gen=1,age=2,eth=3,Nevada,no,bec,S1UM,left,HLL,boulevard,response=1,1,
A3ILHE9QEMS56D,no,,gen=1,age=2,eth=3,Nevada,no,chr,filler,conference,until,I managed to solicit names from many until conference started,response=2,95,
A3ILHE9QEMS56D,no,,gen=1,age=2,eth=3,Nevada,no,sara,filler,operation,before,only three people knew this operation is under way,response=1,85,
A3ILHE9QEMS56D,no,,gen=1,age=2,eth=3,Nevada,no,kev,S1UM,menu,HLL,Read the menu!,response=1,95,
A3ILHE9QEMS56D,no,,gen=1,age=2,eth=3,Nevada,no,zio,S1UM,email,HLL,Send her email!,response=1,96,
A3ILHE9QEMS56D,no,,gen=1,age=2,eth=3,Nevada,no,chr,S1UM,cookie,LHL,Have a cookie!,response=1,95,
A3ILHE9QEMS56D,no,,gen=1,age=2,eth=3,Nevada,no,chr,S1UM,coffee,LHL,Put some cream in your coffee!,response=1,80,
A1T6TPNU64ZH9F,none,,gen=2,age=4,eth=2,California,none,kev,filler,border,before,you people managed to leave before the country closed its boarder,response=2,75,none.
A1T6TPNU64ZH9F,none,,gen=2,age=4,eth=2,California,none,sara,filler,register,until,many students registered for the class until the class requirements are posted,response=2,78,volume was significantly lower than first audio clip
A1T6TPNU64ZH9F,none,,gen=2,age=4,eth=2,California,none,kev,S1UM,home,HLL,stay home,response=1,91,
A1T6TPNU64ZH9F,none,,gen=2,age=4,eth=2,California,none,zio,S1UM,calm,LHL,be calm,response=1,91,I thought I heard \mom\ but after replaying it sounded like \be calm.\
A1T6TPNU64ZH9F,none,,gen=2,age=4,eth=2,California,none,kev,S1UM,call,LHL,call your mom,response=2,82,
A1T6TPNU64ZH9F,none,,gen=2,age=4,eth=2,California,none,kev,S1UM,dog,LHL,take the dog for a walk,response=1,76,
A1T6TPNU64ZH9F,none,,gen=2,age=4,eth=2,California,none,zio,S1UM,apple,HLL,use an apple core,response=1,60,
A1T6TPNU64ZH9F,none,,gen=2,age=4,eth=2,California,none,zio,S1UM,right,HLL,go right,response=1,75,i played the clip a few times and once the \go\ from \go right\ was cut off. Not sure if you did that intentionally.
A17UO115FDB6UR,Good Study,,gen=1,age=3,eth=3,Midwest,Good Study,bec,S1UM,left,LHL,Turn Left,response=1,90,
A17UO115FDB6UR,Good Study,,gen=1,age=3,eth=3,Midwest,Good Study,bec,S1UM,window,HLL,Open the window,response=1,100,
A17UO115FDB6UR,Good Study,,gen=1,age=3,eth=3,Midwest,Good Study,chr,S1UM,email,LHL,Send her an email,response=2,75,
A17UO115FDB6UR,Good Study,,gen=1,age=3,eth=3,Midwest,Good Study,chr,S1UM,coffee,HLL,Put some creamer in your coffee,response=1,90,
A17UO115FDB6UR,Good Study,,gen=1,age=3,eth=3,Midwest,Good Study,chr,filler,register,before,Many students registerd for the class before the class requirements were posted.,response=1,100,Hard to hear this one.
A17UO115FDB6UR,Good Study,,gen=1,age=3,eth=3,Midwest,Good Study,sara,filler,border,until,Few people managed to leave until the country post its order,response=2,10,I could not hear this at all
A17UO115FDB6UR,Good Study,,gen=1,age=3,eth=3,Midwest,Good Study,chr,S1UM,cookie,HLL,Have a Cookie,response=1,90,
A17UO115FDB6UR,Good Study,,gen=1,age=3,eth=3,Midwest,Good Study,bec,S1UM,menu,LHL,Read the Menu,response=2,100,
AGELTFR07JZDE,,,gen=2,age=2,eth=6,NY,,chr,S1UM,coffee,LHL,LET SOMETHING ,response=1,85,
AGELTFR07JZDE,,,gen=2,age=2,eth=6,NY,,sara,filler,operation,before,ON SITE PEOPLE ,response=1,35,
AGELTFR07JZDE,,,gen=2,age=2,eth=6,NY,,bec,S1UM,left,HLL,TURN LEFT ,response=2,56,
AGELTFR07JZDE,,,gen=2,age=2,eth=6,NY,,chr,S1UM,cookie,LHL,HAVE A COOKIE ,response=2,42,
AGELTFR07JZDE,,,gen=2,age=2,eth=6,NY,,zio,S1UM,email,HLL,SEND HER A MAIL ,response=2,54,
AGELTFR07JZDE,,,gen=2,age=2,eth=6,NY,,bec,S1UM,window,LHL,OPEN THE WINDOW ,response=2,63,
AGELTFR07JZDE,,,gen=2,age=2,eth=6,NY,,kev,S1UM,menu,HLL,READ THE MENU,response=2,33,
AGELTFR07JZDE,,,gen=2,age=2,eth=6,NY,,chr,filler,conference,until,MANY PEOPLE ,response=1,55,
A77BB7GO6FNBX,I am Transgender Female,,gen=1,age=4,eth=3,Upstate New York,I am Transgender Female,bec,S1UM,dog,LHL,take the dog for a walk,response=1,33,it sounds like it's in the middle of a sentence.
A77BB7GO6FNBX,I am Transgender Female,,gen=1,age=4,eth=3,Upstate New York,I am Transgender Female,chr,S1UM,apple,HLL,use an apple corer,response=1,53,
A77BB7GO6FNBX,I am Transgender Female,,gen=1,age=4,eth=3,Upstate New York,I am Transgender Female,chr,filler,register,before,many students registered for the class before the class requirements were posted,response=1,35,
A77BB7GO6FNBX,I am Transgender Female,,gen=1,age=4,eth=3,Upstate New York,I am Transgender Female,bec,S1UM,call,LHL,call your mom,response=2,59,
A77BB7GO6FNBX,I am Transgender Female,,gen=1,age=4,eth=3,Upstate New York,I am Transgender Female,bec,S1UM,home,HLL,stay home,response=2,34,
A77BB7GO6FNBX,I am Transgender Female,,gen=1,age=4,eth=3,Upstate New York,I am Transgender Female,sara,filler,border,until,few people managed to leave until the country closed its border,response=1,59,
A77BB7GO6FNBX,I am Transgender Female,,gen=1,age=4,eth=3,Upstate New York,I am Transgender Female,chr,S1UM,calm,LHL,be calm,response=1,64,
A77BB7GO6FNBX,I am Transgender Female,,gen=1,age=4,eth=3,Upstate New York,I am Transgender Female,chr,S1UM,right,HLL,go right,response=1,57,
A1U6A617Q95MTZ,,,gen=1,age=2,eth=3,Montana,,chr,filler,register,before,many student registers for the class before the class requirements were posted,response=2,21,
A1U6A617Q95MTZ,,,gen=1,age=2,eth=3,Montana,,bec,S1UM,window,HLL,open the window,response=1,66,
A1U6A617Q95MTZ,,,gen=1,age=2,eth=3,Montana,,sara,filler,border,until,few people manged to leave until the country closed its border,response=2,49,
A1U6A617Q95MTZ,,,gen=1,age=2,eth=3,Montana,,bec,S1UM,left,LHL,turn left,response=1,74,
A1U6A617Q95MTZ,,,gen=1,age=2,eth=3,Montana,,chr,S1UM,email,LHL,enter an email,response=1,55,
A1U6A617Q95MTZ,,,gen=1,age=2,eth=3,Montana,,chr,S1UM,coffee,HLL,out some creamer in your coffee,response=1,57,
A1U6A617Q95MTZ,,,gen=1,age=2,eth=3,Montana,,bec,S1UM,menu,LHL,read the menu,response=2,64,
A1U6A617Q95MTZ,,,gen=1,age=2,eth=3,Montana,,chr,S1UM,cookie,HLL,have a cookie,response=2,49,
A1848YLP5S6RN6,Thank you,,gen=2,age=1,eth=3,Texas,Thank you,kev,S1UM,window,LHL,Open the window,response=1,86,
A1848YLP5S6RN6,Thank you,,gen=2,age=1,eth=3,Texas,Thank you,kev,S1UM,left,HLL,Turn left,response=1,88,
A1848YLP5S6RN6,Thank you,,gen=2,age=1,eth=3,Texas,Thank you,chr,S1UM,email,HLL,Send her an e-mail,response=1,93,
A1848YLP5S6RN6,Thank you,,gen=2,age=1,eth=3,Texas,Thank you,bec,S1UM,menu,HLL,Read the menu,response=1,94,
A1848YLP5S6RN6,Thank you,,gen=2,age=1,eth=3,Texas,Thank you,sara,filler,conference,before,I managed to solicit money from many people before the conference started,response=2,73,
A1848YLP5S6RN6,Thank you,,gen=2,age=1,eth=3,Texas,Thank you,kev,filler,operation,until,Only three people knew the truth until the operation was underway,response=2,94,
A1848YLP5S6RN6,Thank you,,gen=2,age=1,eth=3,Texas,Thank you,zio,S1UM,cookie,LHL,Have a cookie,response=2,89,
A1848YLP5S6RN6,Thank you,,gen=2,age=1,eth=3,Texas,Thank you,zio,S1UM,coffee,LHL,Put some creamer in your coffee,response=2,80,
A16SQHA3U0WER6,TRUE,,gen=2,age=1,eth=5,florida,,bec,S1UM,window,LHL,open the window,response=2,63,
A16SQHA3U0WER6,TRUE,,gen=2,age=1,eth=5,florida,,sara,filler,operation,before,only three people knew the truth before the operation was underway ,response=1,51,
A16SQHA3U0WER6,TRUE,,gen=2,age=1,eth=5,florida,,chr,filler,conference,until,i maneged to solicit money from many people until the conference started,response=1,48,
A16SQHA3U0WER6,TRUE,,gen=2,age=1,eth=5,florida,,chr,S1UM,cookie,LHL,have a cookie ,response=2,63,
A16SQHA3U0WER6,TRUE,,gen=2,age=1,eth=5,florida,,chr,S1UM,coffee,LHL,puts some creamer in your coffee ,response=1,76,
A16SQHA3U0WER6,TRUE,,gen=2,age=1,eth=5,florida,,kev,S1UM,menu,HLL,read the menu ,response=1,81,
A16SQHA3U0WER6,TRUE,,gen=2,age=1,eth=5,florida,,bec,S1UM,left,HLL,turn left,response=1,93,
A16SQHA3U0WER6,TRUE,,gen=2,age=1,eth=5,florida,,zio,S1UM,email,HLL,send her an email ,response=1,90,
A1SPAH5O8N2RD,"	",,gen=1,age=2,eth=3,Wisconsin,"	",zio,S1UM,coffee,HLL,Put some creamer in your coffee,response=1,100,
A1SPAH5O8N2RD,"	",,gen=1,age=2,eth=3,Wisconsin,"	",sara,filler,register,until,Many students registered for the class until the class requirements were posted,response=2,100,
A1SPAH5O8N2RD,"	",,gen=1,age=2,eth=3,Wisconsin,"	",kev,S1UM,menu,LHL,Read the menu,response=1,100,
A1SPAH5O8N2RD,"	",,gen=1,age=2,eth=3,Wisconsin,"	",kev,S1UM,window,HLL,Open the window,response=1,100,
A1SPAH5O8N2RD,"	",,gen=1,age=2,eth=3,Wisconsin,"	",zio,S1UM,cookie,HLL,Have a cookie,response=1,100,
A1SPAH5O8N2RD,"	",,gen=1,age=2,eth=3,Wisconsin,"	",kev,S1UM,left,LHL,Turn left,response=1,100,
A1SPAH5O8N2RD,"	",,gen=1,age=2,eth=3,Wisconsin,"	",kev,filler,border,before,Few people managed to leave before the country closed its border,response=2,100,
A1SPAH5O8N2RD,"	",,gen=1,age=2,eth=3,Wisconsin,"	",zio,S1UM,email,LHL,Send her an email,response=1,20,
APO6KZZ79PO9Q,no,,gen=2,age=2,eth=3,Atlanta,no,kev,S1UM,call,LHL,call your mom,response=2,68,
APO6KZZ79PO9Q,no,,gen=2,age=2,eth=3,Atlanta,no,zio,S1UM,apple,HLL,use an apple ,response=2,31,
APO6KZZ79PO9Q,no,,gen=2,age=2,eth=3,Atlanta,no,kev,S1UM,home,HLL,stay home,response=1,100,
APO6KZZ79PO9Q,no,,gen=2,age=2,eth=3,Atlanta,no,zio,S1UM,calm,LHL,be calm,response=1,93,
APO6KZZ79PO9Q,no,,gen=2,age=2,eth=3,Atlanta,no,kev,filler,border,before,few people manage to leave the country before it closes the borders,response=2,86,
APO6KZZ79PO9Q,no,,gen=2,age=2,eth=3,Atlanta,no,zio,S1UM,right,HLL,go right,response=1,100,
APO6KZZ79PO9Q,no,,gen=2,age=2,eth=3,Atlanta,no,kev,S1UM,dog,LHL,take the dog for a walk,response=1,89,
APO6KZZ79PO9Q,no,,gen=2,age=2,eth=3,Atlanta,no,sara,filler,register,until,many students register for the class before get posted,response=1,76,
A2531UD0IGT731,,,gen=1,age=2,eth=4,South,,kev,S1UM,window,LHL,Open the window,response=2,74,
A2531UD0IGT731,,,gen=1,age=2,eth=4,South,,zio,S1UM,cookie,LHL,Have a cookie.,response=1,86,
A2531UD0IGT731,,,gen=1,age=2,eth=4,South,,zio,S1UM,coffee,LHL,Put some creamer in your coffee.,response=1,98,
A2531UD0IGT731,,,gen=1,age=2,eth=4,South,,kev,filler,operation,until,Only three people knew the truth until the operation was under way.,response=1,98,
A2531UD0IGT731,,,gen=1,age=2,eth=4,South,,sara,filler,conference,before,I managed to solicit money from many people before the conference started.,response=2,58,
A2531UD0IGT731,,,gen=1,age=2,eth=4,South,,bec,S1UM,menu,HLL,Read the menu.,response=1,98,
A2531UD0IGT731,,,gen=1,age=2,eth=4,South,,chr,S1UM,email,HLL,Send her an email.,response=1,99,
A2531UD0IGT731,,,gen=1,age=2,eth=4,South,,kev,S1UM,left,HLL,Turn left.,response=1,98,
A3MHKFOJIXO7QN,,,gen=2,age=1,eth=3,Nevada,,chr,S1UM,calm,LHL,be calm,response=1,72,
A3MHKFOJIXO7QN,,,gen=2,age=1,eth=3,Nevada,,bec,S1UM,dog,LHL,take the dog for a walk,response=1,79,
A3MHKFOJIXO7QN,,,gen=2,age=1,eth=3,Nevada,,bec,S1UM,home,HLL,stay home,response=1,94,
A3MHKFOJIXO7QN,,,gen=2,age=1,eth=3,Nevada,,chr,S1UM,apple,HLL,use an apple correr,response=1,79,
A3MHKFOJIXO7QN,,,gen=2,age=1,eth=3,Nevada,,chr,S1UM,right,HLL,go right,response=1,70,
A3MHKFOJIXO7QN,,,gen=2,age=1,eth=3,Nevada,,chr,filler,register,before,many students registered for the class before the class was posted,response=2,62,
A3MHKFOJIXO7QN,,,gen=2,age=1,eth=3,Nevada,,bec,S1UM,call,LHL,call your mom,response=1,78,
A3MHKFOJIXO7QN,,,gen=2,age=1,eth=3,Nevada,,sara,filler,border,until,few people managed to leave before country closed its border,response=1,66,
A15VRRHQCLJHC8,thanks,,gen=1,age=3,eth=3,New England,thanks,chr,S1UM,email,LHL,Sent her an email,response=1,21,none
A15VRRHQCLJHC8,thanks,,gen=1,age=3,eth=3,New England,thanks,bec,S1UM,left,LHL,Turn left,response=1,75,
A15VRRHQCLJHC8,thanks,,gen=1,age=3,eth=3,New England,thanks,chr,S1UM,coffee,HLL,Put some cream in your coffee,response=1,71,
A15VRRHQCLJHC8,thanks,,gen=1,age=3,eth=3,New England,thanks,bec,S1UM,menu,LHL,Read the menu,response=1,71,
A15VRRHQCLJHC8,thanks,,gen=1,age=3,eth=3,New England,thanks,bec,S1UM,window,HLL,Open the window,response=1,74,
A15VRRHQCLJHC8,thanks,,gen=1,age=3,eth=3,New England,thanks,sara,filler,border,until,Phoiebe and Lan managed to leave before the country closed it's border,response=2,13,
A15VRRHQCLJHC8,thanks,,gen=1,age=3,eth=3,New England,thanks,chr,S1UM,cookie,HLL,have a cookie,response=1,85,
A15VRRHQCLJHC8,thanks,,gen=1,age=3,eth=3,New England,thanks,chr,filler,register,before,Many students registered for the class before the class requirements were posted,response=2,69,
A366MTQY0JG0EM,"	",,,age=1,eth=3,TX,"	",chr,S1UM,cookie,LHL,have a cookie,response=2,75,
A366MTQY0JG0EM,"	",,,age=1,eth=3,TX,"	",sara,filler,operation,before,many more move are studied afterwards.,response=1,21,
A366MTQY0JG0EM,"	",,,age=1,eth=3,TX,"	",zio,S1UM,email,HLL,send her an email.,response=1,76,
A366MTQY0JG0EM,"	",,,age=1,eth=3,TX,"	",chr,filler,conference,until,i manage to reach when the conference started.,response=1,72,
A366MTQY0JG0EM,"	",,,age=1,eth=3,TX,"	",bec,S1UM,window,LHL,open the window,response=1,74,
A366MTQY0JG0EM,"	",,,age=1,eth=3,TX,"	",bec,S1UM,left,HLL,turn left,response=1,81,
A366MTQY0JG0EM,"	",,,age=1,eth=3,TX,"	",chr,S1UM,coffee,LHL,get some coffee for me.,response=2,70,
A366MTQY0JG0EM,"	",,,age=1,eth=3,TX,"	",kev,S1UM,menu,HLL,read the menu,response=1,76,
A3TUCOUVSP9ZGY,"	",,gen=1,age=1,eth=3,West,"	",kev,S1UM,call,LHL,call your mom,response=2,100,
A3TUCOUVSP9ZGY,"	",,gen=1,age=1,eth=3,West,"	",zio,S1UM,apple,HLL,use an apple core,response=2,99,
A3TUCOUVSP9ZGY,"	",,gen=1,age=1,eth=3,West,"	",sara,filler,register,until,Many students registered for the class until the class requirements were posted,response=2,100,
A3TUCOUVSP9ZGY,"	",,gen=1,age=1,eth=3,West,"	",kev,S1UM,home,HLL,stay home,response=2,100,
A3TUCOUVSP9ZGY,"	",,gen=1,age=1,eth=3,West,"	",zio,S1UM,right,HLL,go right,response=1,100,
A3TUCOUVSP9ZGY,"	",,gen=1,age=1,eth=3,West,"	",kev,S1UM,dog,LHL,take the dog for a walk,response=1,99,
A3TUCOUVSP9ZGY,"	",,gen=1,age=1,eth=3,West,"	",zio,S1UM,calm,LHL,be calm,response=1,100,
A3TUCOUVSP9ZGY,"	",,gen=1,age=1,eth=3,West,"	",kev,filler,border,before,few people managed to leave before the country closed its border,response=2,100,
A1SN7EOZUW5VP3,,,gen=2,age=2,eth=1,NY,,bec,S1UM,left,LHL,turn left,response=1,100,
A1SN7EOZUW5VP3,,,gen=2,age=2,eth=1,NY,,chr,S1UM,cookie,HLL,have a cookie,response=1,100,
A1SN7EOZUW5VP3,,,gen=2,age=2,eth=1,NY,,sara,filler,border,until,few people managed to leave until the country closed its boarder,response=2,90,
A1SN7EOZUW5VP3,,,gen=2,age=2,eth=1,NY,,bec,S1UM,window,HLL,open the window,response=1,100,
A1SN7EOZUW5VP3,,,gen=2,age=2,eth=1,NY,,chr,S1UM,coffee,HLL,put some creamer in your coffee,response=1,100,
A1SN7EOZUW5VP3,,,gen=2,age=2,eth=1,NY,,chr,filler,register,before,many students regestered for the class before the class requirements were posted,response=2,75,
A1SN7EOZUW5VP3,,,gen=2,age=2,eth=1,NY,,bec,S1UM,menu,LHL,read the menu,response=1,100,
A1SN7EOZUW5VP3,,,gen=2,age=2,eth=1,NY,,chr,S1UM,email,LHL,send her an email,response=1,100,
A3D9L5CQXK1YJL,,,gen=2,age=4,eth=3,Northeast,,sara,filler,register,until,Many students register for the class until the class requirements are posted . . .,response=2,67,
A3D9L5CQXK1YJL,,,gen=2,age=4,eth=3,Northeast,,kev,filler,border,before,Few people managed to leave before the country closed its border . . .,response=2,83,
A3D9L5CQXK1YJL,,,gen=2,age=4,eth=3,Northeast,,zio,S1UM,apple,HLL,Use an apple corer . . .,response=1,37,
A3D9L5CQXK1YJL,,,gen=2,age=4,eth=3,Northeast,,kev,S1UM,home,HLL,Stay home . . .,response=1,31,
A3D9L5CQXK1YJL,,,gen=2,age=4,eth=3,Northeast,,kev,S1UM,dog,LHL,Take the dog for a walk . . .,response=2,56,
A3D9L5CQXK1YJL,,,gen=2,age=4,eth=3,Northeast,,kev,S1UM,call,LHL,Call your mom . . .,response=2,89,
A3D9L5CQXK1YJL,,,gen=2,age=4,eth=3,Northeast,,zio,S1UM,right,HLL,Go right . . .,response=1,69,
A3D9L5CQXK1YJL,,,gen=2,age=4,eth=3,Northeast,,zio,S1UM,calm,LHL,Be calm . . .,response=1,62,
