workerid,workerid,seclang,gender,age,race,region,regionComments,speaker,sentence,content,intonation,verification,followupchoice,certainty,comment1
AA5ZDXAA2DLY1,,,gen=1,age=2,eth=1,Connecticut,,bec,S1UM,home,HLL,Stay Home.,response=1,100,
AA5ZDXAA2DLY1,,,gen=1,age=2,eth=1,Connecticut,,bec,S1UM,call,LHL,Call Your Mom.,response=1,79,
AA5ZDXAA2DLY1,,,gen=1,age=2,eth=1,Connecticut,,chr,S1UM,calm,LHL,Be calm.,response=1,100,
AA5ZDXAA2DLY1,,,gen=1,age=2,eth=1,Connecticut,,sara,filler,border,until,Few people managed to leave until the country closed its border.,response=2,83,
AA5ZDXAA2DLY1,,,gen=1,age=2,eth=1,Connecticut,,bec,S1UM,dog,LHL,Take the dog for a walk.,response=1,100,
AA5ZDXAA2DLY1,,,gen=1,age=2,eth=1,Connecticut,,chr,S1UM,apple,HLL,Use an apple corer.,response=1,94,
AA5ZDXAA2DLY1,,,gen=1,age=2,eth=1,Connecticut,,chr,filler,register,before,Many students registered for the class before the class requirements were posted.,response=2,74,
A2JZP4AZI1RTG4,This was fun.,,gen=2,age=2,eth=2,South,This was fun.,chr,S1UM,cookie,HLL,Have a cookie.,response=2,73,
A2JZP4AZI1RTG4,This was fun.,,gen=2,age=2,eth=2,South,This was fun.,bec,S1UM,window,HLL,Open the window.,response=2,84,
A2JZP4AZI1RTG4,This was fun.,,gen=2,age=2,eth=2,South,This was fun.,chr,S1UM,email,LHL,Send her an email.,response=2,89,
A2JZP4AZI1RTG4,This was fun.,,gen=2,age=2,eth=2,South,This was fun.,chr,filler,register,before,Many students registered for the class before the class requirements were posted.,response=2,57,
A2JZP4AZI1RTG4,This was fun.,,gen=2,age=2,eth=2,South,This was fun.,chr,S1UM,coffee,HLL,Put some creamer in your coffee.,response=1,61,
A2JZP4AZI1RTG4,This was fun.,,gen=2,age=2,eth=2,South,This was fun.,sara,filler,border,until,Few people managed to leave until the country closed its border.,response=2,78,
A2JZP4AZI1RTG4,This was fun.,,gen=2,age=2,eth=2,South,This was fun.,bec,S1UM,menu,LHL,Read the menu.,response=1,76,
A2JZP4AZI1RTG4,This was fun.,,gen=2,age=2,eth=2,South,This was fun.,bec,S1UM,left,LHL,Turn left.,response=1,82,
A31WTERLIX9YJP,,,gen=2,age=4,eth=3,Northeast,,chr,filler,conference,until,I managed to solicit money from many people until the conference started.,response=1,50,
A31WTERLIX9YJP,,,gen=2,age=4,eth=3,Northeast,,kev,S1UM,call,HLL,Call your mom.,response=1,50,
A31WTERLIX9YJP,,,gen=2,age=4,eth=3,Northeast,,sara,filler,operation,before,Only three people knew the truth before the operation was underway.,response=1,50,
A31WTERLIX9YJP,,,gen=2,age=4,eth=3,Northeast,,chr,S1UM,right,LHL,Go right,response=1,77,
A31WTERLIX9YJP,,,gen=2,age=4,eth=3,Northeast,,chr,S1UM,apple,LHL,Use an apple corer,response=1,49,
A31WTERLIX9YJP,,,gen=2,age=4,eth=3,Northeast,,bec,S1UM,home,LHL,Stay home,response=2,50,
A31WTERLIX9YJP,,,gen=2,age=4,eth=3,Northeast,,zio,S1UM,calm,HLL,Be calm,response=2,50,
A31WTERLIX9YJP,,,gen=2,age=4,eth=3,Northeast,,bec,S1UM,dog,HLL,Take the dog for a walk,response=1,49,
A18SI5095GGGWT,No. Thank you.,,gen=2,age=2,eth=2,California,No. Thank you.,kev,filler,border,before,Few people managed to leave before the country closed its border,response=2,100,
A18SI5095GGGWT,No. Thank you.,,gen=2,age=2,eth=2,California,No. Thank you.,sara,filler,register,until,Many students register for the class until the class requirements is posted,response=1,60,
A18SI5095GGGWT,No. Thank you.,,gen=2,age=2,eth=2,California,No. Thank you.,kev,S1UM,window,HLL,Open the window,response=1,100,
A18SI5095GGGWT,No. Thank you.,,gen=2,age=2,eth=2,California,No. Thank you.,kev,S1UM,menu,LHL,Read the menu,response=1,100,
A18SI5095GGGWT,No. Thank you.,,gen=2,age=2,eth=2,California,No. Thank you.,kev,S1UM,left,LHL,Turn left,response=1,100,
A18SI5095GGGWT,No. Thank you.,,gen=2,age=2,eth=2,California,No. Thank you.,zio,S1UM,coffee,HLL,Put some creamer in your coffee,response=1,100,
A18SI5095GGGWT,No. Thank you.,,gen=2,age=2,eth=2,California,No. Thank you.,zio,S1UM,email,LHL,Send her an email,response=1,100,
A18SI5095GGGWT,No. Thank you.,,gen=2,age=2,eth=2,California,No. Thank you.,zio,S1UM,cookie,HLL,Have a cookie,response=1,70,
A3843S9LWPDN2K,,,gen=1,age=2,eth=1,The south.,,chr,S1UM,calm,LHL,Be calm.,response=1,85,
A3843S9LWPDN2K,,,gen=1,age=2,eth=1,The south.,,chr,filler,register,before,Many students registered for the class before the class requirements were posted.,response=2,0,
A3843S9LWPDN2K,,,gen=1,age=2,eth=1,The south.,,bec,S1UM,home,HLL,Stay home.,response=1,85,
A3843S9LWPDN2K,,,gen=1,age=2,eth=1,The south.,,bec,S1UM,dog,LHL,Take the dog for a walk.,response=1,90,
A3843S9LWPDN2K,,,gen=1,age=2,eth=1,The south.,,chr,S1UM,apple,HLL,Use an apple corer.,response=1,70,
A3843S9LWPDN2K,,,gen=1,age=2,eth=1,The south.,,chr,S1UM,right,HLL,Go right.,response=1,100,
A3843S9LWPDN2K,,,gen=1,age=2,eth=1,The south.,,sara,filler,border,until,Few people managed to leave until the country closed its border,response=2,85,
A3843S9LWPDN2K,,,gen=1,age=2,eth=1,The south.,,bec,S1UM,call,LHL,Call your mom.,response=1,80,
A24XF2RNA0OA9U,,,gen=1,age=3,eth=3,Texas,,bec,S1UM,menu,HLL,read the menu,response=1,60,
A24XF2RNA0OA9U,,,gen=1,age=3,eth=3,Texas,,chr,S1UM,email,HLL,send her an email,response=1,57,
A24XF2RNA0OA9U,,,gen=1,age=3,eth=3,Texas,,kev,filler,operation,until,Only three people knew the truth until the operation was under way,response=1,79,
A24XF2RNA0OA9U,,,gen=1,age=3,eth=3,Texas,,kev,S1UM,window,LHL,Open the window,response=1,76,
A24XF2RNA0OA9U,,,gen=1,age=3,eth=3,Texas,,sara,filler,conference,before,I manage to solicit money from many people before the conference started,response=2,65,
A24XF2RNA0OA9U,,,gen=1,age=3,eth=3,Texas,,kev,S1UM,left,HLL,turn left,response=1,76,
A24XF2RNA0OA9U,,,gen=1,age=3,eth=3,Texas,,zio,S1UM,coffee,LHL,Put some creamer in your coffee,response=1,75,
A24XF2RNA0OA9U,,,gen=1,age=3,eth=3,Texas,,zio,S1UM,cookie,LHL,Have a cookie,response=1,67,
A39GADIK8RLMVC,,,gen=2,age=2,eth=3,Boston MA,,bec,S1UM,window,HLL,open the window,response=2,100,
A39GADIK8RLMVC,,,gen=2,age=2,eth=3,Boston MA,,chr,S1UM,cookie,HLL,have a cookie,response=2,92,
A39GADIK8RLMVC,,,gen=2,age=2,eth=3,Boston MA,,sara,filler,border,until,few people managed to leave until the country closed it's border,response=2,94,
A39GADIK8RLMVC,,,gen=2,age=2,eth=3,Boston MA,,chr,S1UM,coffee,HLL,put some creamer in your coffee,response=2,95,
A39GADIK8RLMVC,,,gen=2,age=2,eth=3,Boston MA,,bec,S1UM,left,LHL,turn left,response=1,100,
A39GADIK8RLMVC,,,gen=2,age=2,eth=3,Boston MA,,bec,S1UM,menu,LHL,read the menu,response=1,100,
A39GADIK8RLMVC,,,gen=2,age=2,eth=3,Boston MA,,chr,filler,register,before,many students registered for the class before the class requirements were posted,response=2,100,
A39GADIK8RLMVC,,,gen=2,age=2,eth=3,Boston MA,,chr,S1UM,email,LHL,send her an email,response=1,100,
A34IUH1SYLXRN8,No.,,gen=2,age=1,eth=3,8833,No.,chr,filler,register,before,Many students registered for the class before the class requirements were posted.,response=2,35,
A34IUH1SYLXRN8,No.,,gen=2,age=1,eth=3,8833,No.,bec,S1UM,window,HLL,Open the window!,response=1,54,
A34IUH1SYLXRN8,No.,,gen=2,age=1,eth=3,8833,No.,sara,filler,border,until,Few  people managed to leave until the country closed its border.,response=1,58,
A34IUH1SYLXRN8,No.,,gen=2,age=1,eth=3,8833,No.,chr,S1UM,email,LHL,Send her an email.,response=1,59,
A34IUH1SYLXRN8,No.,,gen=2,age=1,eth=3,8833,No.,chr,S1UM,coffee,HLL,Put some creamer in your coffee.,response=1,76,
A34IUH1SYLXRN8,No.,,gen=2,age=1,eth=3,8833,No.,bec,S1UM,menu,LHL,Read the menu.,response=1,65,
A34IUH1SYLXRN8,No.,,gen=2,age=1,eth=3,8833,No.,chr,S1UM,cookie,HLL,Have a cookie.,response=1,69,
A34IUH1SYLXRN8,No.,,gen=2,age=1,eth=3,8833,No.,bec,S1UM,left,LHL,Turn left.,response=1,75,
A26M997VYVK0E6,nope,,gen=2,age=2,eth=4,california,nope,chr,S1UM,calm,LHL,be calm,response=1,100,
A26M997VYVK0E6,nope,,gen=2,age=2,eth=4,california,nope,bec,S1UM,dog,LHL,take the dog for a walk,response=1,100,
A26M997VYVK0E6,nope,,gen=2,age=2,eth=4,california,nope,chr,filler,register,before,many students registered for the class before the class requirements were posted,response=1,100,
A26M997VYVK0E6,nope,,gen=2,age=2,eth=4,california,nope,chr,S1UM,apple,HLL,use an apple cord,response=1,74,it was hard to understand what he said in this one
A26M997VYVK0E6,nope,,gen=2,age=2,eth=4,california,nope,sara,filler,border,until,few people managed to leave until the country closed its borders,response=2,99,
A26M997VYVK0E6,nope,,gen=2,age=2,eth=4,california,nope,bec,S1UM,call,LHL,call your mom,response=1,100,
A26M997VYVK0E6,nope,,gen=2,age=2,eth=4,california,nope,bec,S1UM,home,HLL,stay home,response=1,100,
A26M997VYVK0E6,nope,,gen=2,age=2,eth=4,california,nope,chr,S1UM,right,HLL,go right,response=1,100,
AIPHJXQEDNW9L,None,,gen=2,age=1,eth=3,TX,None,kev,S1UM,call,HLL,Call your mom.,response=1,78,
AIPHJXQEDNW9L,None,,gen=2,age=1,eth=3,TX,None,chr,S1UM,right,LHL,Go right.,response=1,100,
AIPHJXQEDNW9L,None,,gen=2,age=1,eth=3,TX,None,bec,S1UM,dog,HLL,Take the dog for a walk.,response=1,100,
AIPHJXQEDNW9L,None,,gen=2,age=1,eth=3,TX,None,zio,S1UM,calm,HLL,Be calm!,response=1,100,
AIPHJXQEDNW9L,None,,gen=2,age=1,eth=3,TX,None,sara,filler,operation,before,All my three people knew the truth before the operation was underway.,response=2,50,
AIPHJXQEDNW9L,None,,gen=2,age=1,eth=3,TX,None,chr,filler,conference,until,I managed to solicit money from many people until the conference started.,response=2,82,
AIPHJXQEDNW9L,None,,gen=2,age=1,eth=3,TX,None,bec,S1UM,home,LHL,Stay home.,response=1,100,
AIPHJXQEDNW9L,None,,gen=2,age=1,eth=3,TX,None,chr,S1UM,apple,LHL,Use an apple cutter.,response=1,100,
A3SL5QRF7MX2P1,,,gen=1,age=2,eth=3,Midwest,,chr,filler,conference,until,I managed to solicit money from many people until the conference started,response=1,95,
A3SL5QRF7MX2P1,,,gen=1,age=2,eth=3,Midwest,,sara,filler,operation,before,Only 3 people knew the truth before the operation was underway,response=2,59,
A3SL5QRF7MX2P1,,,gen=1,age=2,eth=3,Midwest,,kev,S1UM,call,HLL,Call your mom,response=1,17,
A3SL5QRF7MX2P1,,,gen=1,age=2,eth=3,Midwest,,bec,S1UM,home,LHL,Stay home,response=2,93,
A3SL5QRF7MX2P1,,,gen=1,age=2,eth=3,Midwest,,bec,S1UM,dog,HLL,Take the dog for a walk,response=1,93,
A3SL5QRF7MX2P1,,,gen=1,age=2,eth=3,Midwest,,chr,S1UM,right,LHL,Go right,response=2,85,
A3SL5QRF7MX2P1,,,gen=1,age=2,eth=3,Midwest,,chr,S1UM,apple,LHL,Use an apple corer,response=1,92,
A3SL5QRF7MX2P1,,,gen=1,age=2,eth=3,Midwest,,zio,S1UM,calm,HLL,Be calm,response=1,90,
A1Z5GJ9ZT65RNE,na,,gen=1,age=2,eth=3,fl,na,chr,filler,register,before,many students registered in the class will perform the class requirements,response=2,45,na
A1Z5GJ9ZT65RNE,na,,gen=1,age=2,eth=3,fl,na,bec,S1UM,call,LHL,Or call your mom,response=2,52,na
A1Z5GJ9ZT65RNE,na,,gen=1,age=2,eth=3,fl,na,bec,S1UM,home,HLL,Stay home,response=2,99,na
A1Z5GJ9ZT65RNE,na,,gen=1,age=2,eth=3,fl,na,chr,S1UM,apple,HLL,use that other,response=2,20,na
A1Z5GJ9ZT65RNE,na,,gen=1,age=2,eth=3,fl,na,chr,S1UM,right,HLL,go right,response=1,55,na
A1Z5GJ9ZT65RNE,na,,gen=1,age=2,eth=3,fl,na,chr,S1UM,calm,LHL,be calm,response=1,84,na
A1Z5GJ9ZT65RNE,na,,gen=1,age=2,eth=3,fl,na,sara,filler,border,until,i couldn't understand this at all,response=2,0,na
A1Z5GJ9ZT65RNE,na,,gen=1,age=2,eth=3,fl,na,bec,S1UM,dog,LHL,take the dog for a walk,response=1,100,na
A2NLAKN6UQK125,I speak French but as a second language not natively.,,gen=1,age=1,eth=3,Michigan,I speak French but as a second language not natively.,bec,S1UM,call,HLL,Call your mom.,response=1,92,
A2NLAKN6UQK125,I speak French but as a second language not natively.,,gen=1,age=1,eth=3,Michigan,I speak French but as a second language not natively.,sara,filler,conference,before,I managed to solicit money from many people before the conference started,response=2,55,
A2NLAKN6UQK125,I speak French but as a second language not natively.,,gen=1,age=1,eth=3,Michigan,I speak French but as a second language not natively.,zio,S1UM,apple,LHL,Use an apple corer ,response=1,48,
A2NLAKN6UQK125,I speak French but as a second language not natively.,,gen=1,age=1,eth=3,Michigan,I speak French but as a second language not natively.,kev,filler,operation,until,Only three people knew the truth until the operation was underway ,response=1,60,
A2NLAKN6UQK125,I speak French but as a second language not natively.,,gen=1,age=1,eth=3,Michigan,I speak French but as a second language not natively.,chr,S1UM,calm,HLL,Be calm,response=1,90,
A2NLAKN6UQK125,I speak French but as a second language not natively.,,gen=1,age=1,eth=3,Michigan,I speak French but as a second language not natively.,zio,S1UM,right,LHL,Go right,response=1,85,
A2NLAKN6UQK125,I speak French but as a second language not natively.,,gen=1,age=1,eth=3,Michigan,I speak French but as a second language not natively.,kev,S1UM,home,LHL,Stay home,response=1,70,
A2NLAKN6UQK125,I speak French but as a second language not natively.,,gen=1,age=1,eth=3,Michigan,I speak French but as a second language not natively.,kev,S1UM,dog,HLL,Take the dog for a walk,response=1,95,
AUFOO8PU2BK37,,,gen=1,age=2,eth=3,The South,,zio,S1UM,apple,LHL,Use an apple corer. ,response=1,60,
AUFOO8PU2BK37,,,gen=1,age=2,eth=3,The South,,zio,S1UM,right,LHL,Go right.,response=2,66,
AUFOO8PU2BK37,,,gen=1,age=2,eth=3,The South,,chr,S1UM,calm,HLL,Be calm.,response=2,75,
AUFOO8PU2BK37,,,gen=1,age=2,eth=3,The South,,kev,S1UM,home,LHL,Stay home. ,response=2,63,
AUFOO8PU2BK37,,,gen=1,age=2,eth=3,The South,,kev,filler,operation,until,Only three people knew the truth until the operation was underway. ,response=1,75,
AUFOO8PU2BK37,,,gen=1,age=2,eth=3,The South,,bec,S1UM,call,HLL,Call your mom. ,response=2,76,
AUFOO8PU2BK37,,,gen=1,age=2,eth=3,The South,,sara,filler,conference,before,I managed to solicit money from many people before the conference started.,response=2,74,
AUFOO8PU2BK37,,,gen=1,age=2,eth=3,The South,,kev,S1UM,dog,HLL,Take the dog for a walk. ,response=1,79,
A32L4ESDWBNQU6,,,gen=1,age=1,eth=3,New york,,kev,S1UM,call,HLL, Call your mom. ,response=1,39,
A32L4ESDWBNQU6,,,gen=1,age=1,eth=3,New york,,chr,filler,conference,until, I managed to solicit money from money people before the conference started. ,response=2,64,
A32L4ESDWBNQU6,,,gen=1,age=1,eth=3,New york,,zio,S1UM,calm,HLL, Be calm. ,response=1,92,
A32L4ESDWBNQU6,,,gen=1,age=1,eth=3,New york,,sara,filler,operation,before,Only a few people knew the truth before the operation was underway.,response=1,70,
A32L4ESDWBNQU6,,,gen=1,age=1,eth=3,New york,,bec,S1UM,home,LHL, Stay home. ,response=1,98,
A32L4ESDWBNQU6,,,gen=1,age=1,eth=3,New york,,chr,S1UM,apple,LHL, Use an Apple corer. ,response=1,89,
A32L4ESDWBNQU6,,,gen=1,age=1,eth=3,New york,,chr,S1UM,right,LHL, Go right. ,response=1,97,
A32L4ESDWBNQU6,,,gen=1,age=1,eth=3,New york,,bec,S1UM,dog,HLL, Take the dog for a walk. ,response=1,98,
A196XR61DIW5GU,Great Study hope to do more in the future.,,gen=2,age=2,eth=4,New York,Great Study hope to do more in the future.,sara,filler,border,until,Few people managed to leave until its country closed it border.,response=1,75,No Comment.
A196XR61DIW5GU,Great Study hope to do more in the future.,,gen=2,age=2,eth=4,New York,Great Study hope to do more in the future.,chr,S1UM,coffee,HLL,Put some creamer in your coffee,response=1,90,No comment.
A196XR61DIW5GU,Great Study hope to do more in the future.,,gen=2,age=2,eth=4,New York,Great Study hope to do more in the future.,bec,S1UM,menu,LHL,Read the menu,response=1,92,No comment
A196XR61DIW5GU,Great Study hope to do more in the future.,,gen=2,age=2,eth=4,New York,Great Study hope to do more in the future.,bec,S1UM,window,HLL,Open the window,response=1,68,No comment
A196XR61DIW5GU,Great Study hope to do more in the future.,,gen=2,age=2,eth=4,New York,Great Study hope to do more in the future.,chr,S1UM,cookie,HLL,Have a cookie,response=1,70,No comment.
A196XR61DIW5GU,Great Study hope to do more in the future.,,gen=2,age=2,eth=4,New York,Great Study hope to do more in the future.,chr,S1UM,email,LHL,Send her an email,response=1,72,No comments
A196XR61DIW5GU,Great Study hope to do more in the future.,,gen=2,age=2,eth=4,New York,Great Study hope to do more in the future.,bec,S1UM,left,LHL,Turn left,response=1,95,No Comment
A196XR61DIW5GU,Great Study hope to do more in the future.,,gen=2,age=2,eth=4,New York,Great Study hope to do more in the future.,chr,filler,register,before,Many students registered for the class before the class requirements were posted,response=2,70,No comment
A38K3YOI1UZURO,none for now,,gen=1,age=1,eth=1,south,none for now,bec,S1UM,window,LHL,open the window,response=2,64,no
A38K3YOI1UZURO,none for now,,gen=1,age=1,eth=1,south,none for now,chr,S1UM,coffee,LHL,put some creamer in your coffee,response=1,83,
A38K3YOI1UZURO,none for now,,gen=1,age=1,eth=1,south,none for now,kev,S1UM,menu,HLL,read the menu,response=1,95,
A38K3YOI1UZURO,none for now,,gen=1,age=1,eth=1,south,none for now,bec,S1UM,left,HLL,turn left,response=1,82,
A38K3YOI1UZURO,none for now,,gen=1,age=1,eth=1,south,none for now,zio,S1UM,email,HLL,send her an email,response=1,59,
A38K3YOI1UZURO,none for now,,gen=1,age=1,eth=1,south,none for now,sara,filler,operation,before,only two people knew the truth before the operation were on their way,response=1,58,
A38K3YOI1UZURO,none for now,,gen=1,age=1,eth=1,south,none for now,chr,filler,conference,until,i managed to select the money for may people before the conference started ,response=2,38,
A38K3YOI1UZURO,none for now,,gen=1,age=1,eth=1,south,none for now,chr,S1UM,cookie,LHL,have a cookie ,response=1,59,
A9AGWXBGQV61L,,,gen=1,age=2,eth=3,east,,zio,S1UM,right,LHL,Go right.,response=1,71,
A9AGWXBGQV61L,,,gen=1,age=2,eth=3,east,,sara,filler,conference,before,I managed to solicit money from many people before the company started.,response=1,41,
A9AGWXBGQV61L,,,gen=1,age=2,eth=3,east,,bec,S1UM,call,HLL,Call your mom.,response=1,54,
A9AGWXBGQV61L,,,gen=1,age=2,eth=3,east,,kev,filler,operation,until,Only three people knew the truth until the operation was underway.,response=1,70,
A9AGWXBGQV61L,,,gen=1,age=2,eth=3,east,,kev,S1UM,dog,HLL,Take the dog for a walk. ,response=1,77,
A9AGWXBGQV61L,,,gen=1,age=2,eth=3,east,,zio,S1UM,apple,LHL,use an apple core,response=2,56,
A9AGWXBGQV61L,,,gen=1,age=2,eth=3,east,,kev,S1UM,home,LHL,stay home,response=2,77,
A9AGWXBGQV61L,,,gen=1,age=2,eth=3,east,,chr,S1UM,calm,HLL,be calm,response=1,78,
AKJ22H1NTVIQX,,,gen=2,age=4,eth=3,Mid-west,,kev,filler,operation,until,Only Three people knew the truth until the operation was underway.,response=1,80,
AKJ22H1NTVIQX,,,gen=2,age=4,eth=3,Mid-west,,bec,S1UM,call,HLL,Call your mom.,response=1,69,
AKJ22H1NTVIQX,,,gen=2,age=4,eth=3,Mid-west,,zio,S1UM,right,LHL,Don't go right,response=1,100,
AKJ22H1NTVIQX,,,gen=2,age=4,eth=3,Mid-west,,chr,S1UM,calm,HLL,Become,response=1,97,
AKJ22H1NTVIQX,,,gen=2,age=4,eth=3,Mid-west,,sara,filler,conference,before,I managed to solicit money from many people before the conference started.,response=2,78,
AKJ22H1NTVIQX,,,gen=2,age=4,eth=3,Mid-west,,kev,S1UM,dog,HLL,Take the dog for a walk.,response=1,100,
AKJ22H1NTVIQX,,,gen=2,age=4,eth=3,Mid-west,,kev,S1UM,home,LHL,Stay home,response=1,100,
AKJ22H1NTVIQX,,,gen=2,age=4,eth=3,Mid-west,,zio,S1UM,apple,LHL,Use a apple core,response=1,100,
A3S0INU046UTYK,Thanks.,,gen=2,age=1,eth=3,South Florida,Thanks.,chr,filler,conference,until,I managed to solicit money from many people until the conference started.,response=1,78,
A3S0INU046UTYK,Thanks.,,gen=2,age=1,eth=3,South Florida,Thanks.,sara,filler,operation,before,Only three people knew the truth before the operation was underway.,response=2,88,
A3S0INU046UTYK,Thanks.,,gen=2,age=1,eth=3,South Florida,Thanks.,bec,S1UM,home,LHL,Stay home.,response=2,92,
A3S0INU046UTYK,Thanks.,,gen=2,age=1,eth=3,South Florida,Thanks.,kev,S1UM,call,HLL,Call your mom.,response=2,59,
A3S0INU046UTYK,Thanks.,,gen=2,age=1,eth=3,South Florida,Thanks.,zio,S1UM,calm,HLL,Be calm.,response=2,74,
A3S0INU046UTYK,Thanks.,,gen=2,age=1,eth=3,South Florida,Thanks.,chr,S1UM,right,LHL,Go right.,response=1,74,
A3S0INU046UTYK,Thanks.,,gen=2,age=1,eth=3,South Florida,Thanks.,bec,S1UM,dog,HLL,Take the dog for a walk.,response=2,71,
A3S0INU046UTYK,Thanks.,,gen=2,age=1,eth=3,South Florida,Thanks.,chr,S1UM,apple,LHL,Use an apple corer.,response=1,46,
AK3H5QRAROFGP,,,gen=2,age=2,eth=3,SC,,chr,S1UM,apple,LHL,Use an apple corer,response=2,26,
AK3H5QRAROFGP,,,gen=2,age=2,eth=3,SC,,chr,S1UM,right,LHL,Go right,response=1,98,
AK3H5QRAROFGP,,,gen=2,age=2,eth=3,SC,,bec,S1UM,dog,HLL,take the dog for a walk,response=1,99,
AK3H5QRAROFGP,,,gen=2,age=2,eth=3,SC,,sara,filler,operation,before,only three people knew the truth before the operation was under way,response=1,77,
AK3H5QRAROFGP,,,gen=2,age=2,eth=3,SC,,kev,S1UM,call,HLL,call your mom,response=1,97,
AK3H5QRAROFGP,,,gen=2,age=2,eth=3,SC,,zio,S1UM,calm,HLL,be calm,response=1,76,
AK3H5QRAROFGP,,,gen=2,age=2,eth=3,SC,,bec,S1UM,home,LHL,stay home,response=2,43,
AK3H5QRAROFGP,,,gen=2,age=2,eth=3,SC,,chr,filler,conference,until,I managed to solicit money from many people before the conference started,response=2,67,
A1RVMADIZE3BXK,,,gen=1,age=2,eth=3,Illinois,,kev,filler,border,before,Few people managed to leave before the country closed its border,response=2,94,
A1RVMADIZE3BXK,,,gen=1,age=2,eth=3,Illinois,,sara,filler,register,until,many students registered for the class before the class requirements were posted,response=1,38,
A1RVMADIZE3BXK,,,gen=1,age=2,eth=3,Illinois,,zio,S1UM,cookie,HLL,have a cookie,response=1,74,
A1RVMADIZE3BXK,,,gen=1,age=2,eth=3,Illinois,,kev,S1UM,left,LHL,turn left,response=1,69,
A1RVMADIZE3BXK,,,gen=1,age=2,eth=3,Illinois,,zio,S1UM,email,LHL,send her an email,response=1,75,
